Username,Handle,Timestamp,Text,Associated Hashtags,Replies,Retweets,Likes
"James Gingerich, @Expeflow #WorkEasier #RPA","James Gingerich, @Expeflow #WorkEasier #RPA",2021-12-15T16:47:00.000Z,A Small 'Wobble' in the Moon's Orbit Could Fuel Rapid Flooding in the 2030s. (Interesting Engineering) #ClimateChange #Environment https://buff.ly/3egwwLn,['#Environment'],0,0,0
R.S. (Rebel Scum) MacKinnon (he/him),@TinTincognito,2021-12-15T16:46:57.000Z,"Replying to 
@martindj56
Dec 15 EWE:  ""Plankton exchanging gases in the surface ocean is far more common than once thought,"" Halsey said. #ClimateChange
phys.org
Gas-passing plankton illuminate another piece of the carbon cycle puzzle
The ocean's most abundant life form, a type of bacteria discovered by Oregon State University, consumes an organic compound commonly found in solvents like paint remover, a new study by OSU shows.
1
1",[],1,0,1
TheRebelJesus,@TheRebelJesus,2021-12-15T16:46:43.000Z,"""God will destroy those destroying the earth.""
- Revelation 11:18
#climatechange #climatecrisis
truthout.org
Biden Campaigned on Climate. Where's the Bold Action?
The president must keep his promises and take bold action before it's too late.
1",['#climatecrisis'],0,0,1
Pew Environment,@pewenvironment,2021-12-15T16:46:43.000Z,"At #COP26, the ocean-climate nexus came to the forefront of protecting our planet from #ClimateChange. 
@ClimateEnvoy
 put it best: ""When the world talks about the climate crisis, the ocean crisis must be front and center in that conversation.""
chinadialogueocean.net
COP26 deal sees progress on ocean protection
Ocean-based action was brought into the UN climate process in Glasgow, but further commitments are needed ahead of key events next year
1
1
3","['#COP26,', '#ClimateChange.']",1,1,3
Hifsa Ashraf,@hifsays,2021-12-15T16:43:22.000Z,"Thanks Tim for including two #haiku of mine in Suspect Device Zine, issue 7. 

dense smoke
the blueness of sky
fading more

murmuration— 
plumes of a raven 
scattered in the air

#micropoetry #haiku #climatechange
Rebel Scum (it's not the years, it's the mileage)
@TimGardiner3
 · 21h
issue 7 of Suspect Device #punk #fanzine #poetry column is published with #poems on the theme of #climatechange by @MarkgZero @hifsays @HawkheadJohn @aeneas_nin Vandana Parashar,  Gautam Nadkarni, Tom Bierovic and me - read @ https://suspectdevicehq.blogspot.com/p/columns.html
1
2
5","['#haiku', '#micropoetry', '#haiku', '#punk', '#fanzine', '#poetry', '#poems']",1,2,5
Grace Wang,@SustainableWang,2021-12-15T16:43:10.000Z,"Tornadoes and the severe storms that create them are far below the typical scale that climate models can predict.

https://theconversation.com/tornadoes-and-climate-change-what-a-warming-world-means-for-deadly-twisters-and-the-type-of-storms-that-spawn-them-173645…
#ClimateCrisis #ClimateChange #Tornadoes #Twisters #ExtremeWeather #NaturalDisasters #SevereStormEnvironments #Climatemodels
theconversation.com
Tornadoes and climate change: What a warming world means for deadly twisters and the type of storms...
Climate models can’t see tornadoes yet, but they can recognize the conditions for tornadoes to form. An atmospheric scientist explains what that means for forecasting future risks.
3","['#ClimateCrisis', '#Tornadoes', '#Twisters', '#ExtremeWeather', '#NaturalDisasters', '#SevereStormEnvironments', '#Climatemodels']",0,0,3
Philippa Nuttall,@PhilippaNuttall,2021-12-15T16:42:51.000Z,"#Cop26 was just the beginning. The #UK Cop presidency lasts until Nov 2022. I spoke with 
@AlokSharma_RDG
 about his priorities, the effect of witnessing the impacts of #climatechange up close and the influence of his daughter on his thinking. 
@NewStatesman
newstatesman.com
The emotional journey of Alok Sharma: how climate action got personal for the Cop26 president
The former business secretary promises the UK will continue to deliver a “full-fat” Cop presidency, while defending Boris Johnson’s climate commitment.
1
4","['#Cop26', '#UK']",0,1,4
Follow This,@followthis2015,2021-12-15T16:42:24.000Z,"At #Shell’s shareholders’ meeting on December 10, Shell chairman Sir Andrew McKenzie dismissed investors’ concerns about emissions reductions as merely an issue of “absolute versus relative emissions”. 
#ESG #ClimateChange #ClimateCrisis
6
5","['#Shell’s', '#ESG', '#ClimateCrisis']",0,6,5
Gridler,@Gridlerposts,2021-12-15T16:42:12.000Z,"""Technology has moved much faster than we thought. We didn't think in 2006, all the major car makers were talking about the end of the era of the internal combustion engine."" - 
@lordstern1
 interviewed by 
@MLiebreich
 on 
@MLCleaningUp
#energy #climatechange
podcasts.google.com
Cleaning Up. Leadership in an age of climate change. - Ep48: Nick Stern 'Planetary Crisis? Call an...
Professor Lord Nicholas Stern is the IG Patel Professor of Economics and Government, Chairman of the Grantham Research Institute on Climate Change and the Environment, Chair of the Centre for Climate...",['#energy'],0,0,0
Paul Heppner,@Pheppner,2021-12-15T16:41:44.000Z,"#RT 
@NOAA
: RT 
@NOAAResearch
: Failed monsoon rains that reignited the southwestern U.S. drought. A spring heat wave in western Europe. Intense Siberian wildfires. 

Scientists say #ClimateChange made this extreme weather more likely, according to a new 
@a
…",['#RT'],0,0,0
Adaptation Exchange by the NWP,@AdaptXChange,2021-12-15T16:41:15.000Z,"The Local Communities and Indigenous Peoples Platform's (#LCIPP) roundtable dialogue took place last week!
The dialogue focused on indigenous knowledge, education and curricular related to addressing and responding to #ClimateChange.
Watch here https://bit.ly/3F2FCqu
Adaptation Exchange by the NWP
@AdaptXChange
 · Dec 8
Happening now!
This roundtable dialogue will share information on the respectful engagement with #IndigenousKnowledge and #LocalKnowledge systems, in the fields of education and research.  
https://bit.ly/LCIPPRoundtable
Show this thread","['(#LCIPP)', '#ClimateChange.', '#IndigenousKnowledge', '#LocalKnowledge']",0,0,0
Chris M. Arnone,@ChrisMArnone,2021-12-15T16:40:37.000Z,"Windows open in December. This is ridiculous, even if the cats love it. Bring me the SNOW!!!

#cat #cats #kitty #catlover #meow #ilovemycat #catlovers #catlife #weather #climatechange #december #christmas #toowarm #windy
2
5","['#cat', '#cats', '#kitty', '#catlover', '#meow', '#ilovemycat', '#catlovers', '#catlife', '#weather', '#december', '#christmas', '#toowarm', '#windy']",2,0,5
CKM Solutions Group,@CKMSolutions,2021-12-15T16:40:15.000Z,The cruelty of border walls in ecological and government crisis #preparedness #disaster #climatechange https://amp.theguardian.com/commentisfree/2021/dec/15/border-walls-triggering-ecological-disaster-humanity-wildlife-habitats-extinction…,"['#preparedness', '#disaster']",0,0,0
Steve Misati,@SteveMisatih,2021-12-15T16:40:00.000Z,"Anything else you are interested in is not going to happen if you can’t breathe good air and drink clean water. Don’t sit this one out. Do something. 

Am convinced that #ClimateChange is the biggest threat to human rights
2",[],0,0,2
Vaxed #ForThePeople #JohnLewisVotingRightsAct,@dawnresist,2021-12-15T16:39:23.000Z,"Meteorologist running for congress! We need him in office! #ClimateCrisis #ClimateChange #ClimateActionNow #ScienceMatters #TruthMatters
Eric Sorensen
@ERICSORENSEN
 · 5h
It’s 62° at 7 a.m. in Moline, Illinois on December 15th and the Earth is screaming to us about its fever. 

We need a Meteorologist in Congress who will focus on climate change. Will you chip in today to help make that happen?

https://secure.actblue.com/donate/es-pros-il?refcode=tw…
4","['#ClimateCrisis', '#ClimateActionNow', '#ScienceMatters', '#TruthMatters']",0,0,4
MaXoE,@MaXoE,2021-12-15T16:39:00.000Z,"Découvrez le palmarès  du #MobileFilmFestival  sur le thème Faire la #Paix avec la Nature / Making Peace with Nature à l'occasion de la #COP26
#MaXoERama #Cinéma  #MaXoEZoom #Environnement #ClimateChange #MFF17 
@MobileFilmFest
maxoe.com
Mobile Film Festival : découvrez le palmarès de l’édition ‘Making Peace with Nature’
Nous vous avions présenté en détail cette nouvelle édition “Making Peace with Nature” en novembre dans cette news, et la semaine dernière, le Mobile Film Festival a dévoilé son palmarès à l’occasion...","['#MobileFilmFestival', '#Paix', '#COP26', '#MaXoERama', '#Cinéma', '#MaXoEZoom', '#Environnement', '#MFF17']",0,0,0
"Climate Finance DAO (,)",@ClimatefinDAO,2021-12-15T16:34:00.000Z,"So.. 16:30 GMT update Thanks to YOU, we smashed 1000 contributors target in our 
@gitcoin
 #climatechange grant campaign but we still have 31 hours to BOOST it. Please SUPPORT us & RT this tweet: https://gitcoin.co/grants/4041/climate-finance-dao… 
1
3
3",[],1,3,3
ClearingHouseViews,@ClearingViews,2021-12-15T16:33:32.000Z,"Why carbon capture and storage is key to avoiding the worst effects of the climate emergency https://theconversation.com/why-carbon-capture-and-storage-is-key-to-avoiding-the-worst-effects-of-the-climate-emergency-171454?utm_source=twitter&utm_medium=bylinetwitterbutton… via 
@ConversationCA
 #CarbonCapture #ClimateCrisis #Decarbonization #CarbonSequestration #CO2 #CarbonSink #ClimateChange
theconversation.com
Why carbon capture and storage is key to avoiding the worst effects of the climate emergency
Carbon capture technologies have been labelled as a distraction. But as we enter the all-hands-on-deck phase of tackling climate change, they must not be ignored.
1","['#CarbonCapture', '#ClimateCrisis', '#Decarbonization', '#CarbonSequestration', '#CO2', '#CarbonSink']",0,0,1
SABB,@sabb_org,2021-12-15T16:33:11.000Z,"Saqlain is a passionate cricket fan, regularly playing the game, and is also an avid gym-goer. 

Don’t forget to sign up via the link in our bio!

#sabb #victoryweek #climatechange #victoryday #bangladesh #climateaction #renewableenergy #oxforduniversity #solarenergy","['#sabb', '#victoryweek', '#victoryday', '#bangladesh', '#climateaction', '#renewableenergy', '#oxforduniversity', '#solarenergy']",0,0,0
Martin Gagel,@RadiusResearch,2021-12-15T16:32:06.000Z," Video Recap: Company Deep Dive and Q&A with Green Impact Partners Inc. $GIP CEO Jesse Douglas. 

#cleantechnology #renewableenergy #climatechange #sustainabilty
youtube.com
Green Impact Partner (GIP) CEO Jesse Douglas Pitch, Deep Dive, Q&A
Pitch, Deep Dive, Q&A with CEO Jesse DouglasGreen Impact Partners (GIP) (GIP.V)Fri, Dec 10Green Impact is a developer of renewable natural (RNG) projects thr...","['#cleantechnology', '#renewableenergy', '#sustainabilty']",0,0,0
swissinfo.ch,@swissinfo_en,2021-12-15T16:31:19.000Z,"Can banks contribute to #climatechange goals? How? Do you think the financial industry has the expertise and motive to properly direct investments into sustainable causes? Join the debate, hosted by 
@matthewallen40
, via this link:
swissinfo.ch
How can banks contribute to climate change goals?
Do you think the financial industry has expertise and motive to properly direct investments into sustainable causes?
1
4",[],0,1,4
Commodity Stories,@CommodityStory,2021-12-15T16:31:12.000Z,"OilPriceCom has published "" The EU Unveils A New Plan To Curb Methane Emissions "" on 16/12/2021 #ClimateChange #Energy 

https://oilprice.com/Latest-Energy-News/World-News/The-EU-Unveils-A-New-Plan-To-Curb-Methane-Emissions.html…

Get More Now! https://bit.ly/3yrJ6A6
oilprice.com
The EU Unveils A New Plan To Curb Methane Emissions | OilPrice.com
The European Commission has unveiled a new proposal designed to curb methane emissions and reduce methane leaks from its energy sector
1",['#Energy'],0,0,1
ECO Magazine,@ecoMagNews,2021-12-15T16:30:56.000Z,"The Nurturing Co is awarded for its efforts towards climate change, water management and the UN Sustainable Development Goals in the Sustainable Business Awards.

#ClimateChange #Sustainability
ecomagazine.com
The Nurturing Co Bags Three Awards at the Sustainable Business Awards 2020/21 | Ocean Community |...
The Nurturing Co is awarded for its efforts towards climate change, water management and the UN SDGs in the Sustainable Business Awards 2020/2021",['#Sustainability'],0,0,0
My Zero Carbon,@MyZeroCarbon,2021-12-15T16:30:15.000Z,".
Three Myths About Renewable #Energy and the Grid, Debunked

https://e360.yale.edu/features/three-myths-about-renewable-energy-and-the-grid-debunked…

#ClimateChange
 #climateaction #climate #renewables #netzero #RacetoZero #actonclimate  #ClimateEmergency #globalwarming
e360.yale.edu
Three Myths About Renewable Energy and the Grid, Debunked
Renewable energy skeptics argue that because of their variability, wind and solar cannot be the foundation of a dependable electricity grid. But the expansion of renewables and new methods of energy...","['#Energy', '#climateaction', '#climate', '#renewables', '#netzero', '#RacetoZero', '#actonclimate', '#ClimateEmergency', '#globalwarming']",0,0,0
CEP Toronto,@CEPToronto,2021-12-15T16:30:15.000Z,"Exciting initiatives happening across Canada that are paving the way to #netzero emissions!

https://buff.ly/3Dz2UCE

#NetZeroCarbon #netzero #ElectricVehicles #ClimateAction #climatechange #Canada
electricautonomy.ca
Cities pushing zero-emission vehicles keep Canada's climate goals in sight
From Halifax to Coquitlam, cities and mayors are on the front lines in the fight against climate change and achieving some of the best results","['#netzero', '#NetZeroCarbon', '#netzero', '#ElectricVehicles', '#ClimateAction', '#Canada']",0,0,0
ORF,@orfonline,2021-12-15T16:30:00.000Z,"#Madagascar is extremely vulnerable to #climatechange & given the high incidence of #poverty, low agricultural productivity, & poor resilience, there is an urgent need to step up adaptation efforts in the country, argues 
@malancha_1chakr
.
orfonline.org
Plight of Madagascar: Severe Drought, Raging Famine and Lack of Adaptation Funds | ORF
Madagascar, one of the poorest countries of the world, where nearly 75 percent of the population lives on less than US $1.9 a day,
1
3","['#Madagascar', '#poverty,']",0,1,3
Stephens Scown,@StephensScown,2021-12-15T16:29:58.000Z," #Climatechange is happening now. How can #businesses reduce their #carbonfootprint and contribute to #NetZero? 

Misha Bryne-Giltrow and Peter Cooper from our #Energy team share their top tips 

https://stephens-scown.co.uk/specialist-sectors/energy/net-zero-tips-for-businesses-to-go-green/…

#onestepgreener #togetherforourplanet
1
1","['#businesses', '#carbonfootprint', '#NetZero?', '#Energy', '#onestepgreener', '#togetherforourplanet']",0,1,1
